Date,Open,High,Low,Close,Volume,Adj Close
2014-04-07,2559.87,2559.87,2529.33,2538.25,000,2538.25
2014-04-04,2572.82,2581.24,2557.39,2560.48,000,2560.48
2014-04-03,2569.49,2569.49,2555.58,2561.25,000,2561.25
2014-04-02,2566.80,2573.58,2559.67,2572.42,000,2572.42
2014-04-01,2564.98,2573.34,2556.82,2573.27,000,2573.27
2014-03-31,2562.78,2567.62,2555.25,2563.31,000,2563.31
2014-03-28,2539.24,2558.25,2539.24,2551.83,000,2551.83
2014-03-27,2507.38,2521.46,2499.99,2520.02,000,2520.02
2014-03-26,2519.80,2525.88,2499.70,2501.09,000,2501.09
2014-03-25,2498.96,2520.94,2498.96,2518.30,000,2518.30
2014-03-24,2504.78,2510.37,2484.77,2498.95,000,2498.95
2014-03-21,2506.69,2518.93,2502.75,2506.70,000,2506.70
2014-03-20,2494.44,2510.74,2487.98,2505.96,000,2505.96
2014-03-19,2522.50,2533.15,2497.04,2503.99,000,2503.99
2014-03-18,2521.05,2538.15,2515.91,2532.52,000,2532.52
2014-03-17,2518.88,2533.30,2518.14,2519.48,000,2519.48
2014-03-14,2514.82,2527.04,2514.82,2521.59,000,2521.59
2014-03-13,2518.70,2527.78,2496.91,2504.99,000,2504.99
2014-03-12,2502.54,2513.99,2493.30,2513.54,000,2513.54
2014-03-11,2562.40,2568.95,2539.90,2542.84,000,2542.84
2014-03-10,2564.34,2566.95,2552.14,2564.25,000,2564.25
2014-03-07,2575.60,2575.60,2552.44,2562.71,000,2562.71
2014-03-06,2576.29,2585.34,2570.58,2580.26,000,2580.26
2014-03-05,2535.34,2568.53,2535.34,2566.28,000,2566.28
2014-03-04,2510.53,2541.92,2510.53,2535.38,000,2535.38
2014-03-03,2497.80,2509.82,2491.16,2509.00,000,2509.00
2014-02-28,2504.27,2519.24,2502.25,2510.98,000,2510.98
2014-02-27,2482.61,2493.52,2472.55,2492.71,000,2492.71
2014-02-26,2472.40,2477.74,2456.62,2459.22,000,2459.22
2014-02-25,2476.04,2482.04,2467.03,2470.05,000,2470.05
2014-02-24,2453.68,2485.24,2453.68,2475.68,000,2475.68
2014-02-21,2457.13,2458.95,2447.79,2450.32,000,2450.32
2014-02-20,2444.43,2458.35,2443.62,2456.43,000,2456.43
2014-02-19,2446.44,2455.81,2432.06,2433.52,000,2433.52
2014-02-18,2443.79,2455.02,2439.34,2452.86,000,2452.86
2014-02-14,2394.95,2417.60,2394.95,2415.42,000,2415.42
2014-02-13,2371.92,2398.98,2369.38,2398.87,000,2398.87
2014-02-12,2341.99,2361.25,2341.56,2356.38,000,2356.38
2014-02-11,2318.37,2345.44,2317.15,2340.19,000,2340.19
2014-02-10,2306.94,2316.61,2302.16,2310.71,000,2310.71
2014-02-07,2280.76,2300.69,2280.76,2299.34,000,2299.34
2014-02-06,2258.30,2284.44,2258.30,2278.97,000,2278.97
2014-02-05,2270.66,2270.66,2248.99,2258.08,000,2258.08
2014-02-04,2260.12,2278.39,2260.12,2270.80,000,2270.80
2014-02-03,2300.63,2303.31,2256.51,2260.12,000,2260.12
2014-01-31,2290.83,2298.43,2269.42,2287.54,000,2287.54
2014-01-30,2290.21,2298.92,2276.38,2294.83,000,2294.83
2014-01-29,2313.30,2313.30,2296.90,2300.11,000,2300.11
2014-01-28,2323.47,2334.66,2321.50,2334.35,000,2334.35
2014-01-27,2355.23,2355.65,2327.96,2329.11,000,2329.11
2014-01-24,2386.65,2387.20,2353.56,2354.07,000,2354.07
2014-01-23,2419.54,2422.21,2400.65,2407.23,000,2407.23
2014-01-22,2428.49,2432.30,2421.36,2424.03,000,2424.03
2014-01-21,2412.81,2416.56,2401.89,2416.46,000,2416.46
2014-01-17,2373.23,2381.08,2371.40,2374.26,000,2374.26
2014-01-16,2368.49,2380.02,2364.19,2378.16,000,2378.16
2014-01-15,2358.88,2367.37,2355.32,2363.91,000,2363.91
2014-01-14,2352.55,2359.51,2350.90,2354.91,000,2354.91
2014-01-13,2343.04,2351.93,2335.37,2340.43,000,2340.43
2014-01-10,2367.79,2375.70,2363.80,2375.50,000,2375.50
2014-01-09,2374.05,2378.30,2365.64,2377.55,000,2377.55
2014-01-08,2394.71,2394.71,2380.55,2382.00,000,2382.00
2014-01-07,2398.66,2403.76,2393.20,2396.84,000,2396.84
2014-01-06,2400.97,2400.97,2389.70,2391.83,000,2391.83
2014-01-03,2398.20,2402.31,2392.79,2397.62,000,2397.62
2014-01-02,2416.58,2416.90,2395.87,2403.34,000,2403.34
2013-12-31,2408.20,2427.14,2408.06,2426.20,000,2426.20
2013-12-30,2405.79,2414.87,2404.62,2405.74,000,2405.74
2013-12-27,2424.48,2430.73,2415.01,2419.52,000,2419.52
2013-12-26,2403.60,2416.59,2403.40,2412.46,000,2412.46
2013-12-24,2388.99,2405.87,2385.27,2400.04,000,2400.04
2013-12-23,2369.33,2391.11,2369.33,2385.37,000,2385.37
2013-12-20,2364.90,2372.17,2363.50,2369.33,000,2369.33
2013-12-19,2364.29,2371.89,2360.95,2366.24,000,2366.24
2013-12-18,2353.85,2373.48,2338.94,2369.56,000,2369.56
2013-12-17,2347.79,2349.16,2335.86,2337.92,000,2337.92
2013-12-16,2341.26,2357.52,2341.26,2346.07,000,2346.07
2013-12-13,2331.09,2336.14,2324.24,2333.91,000,2333.91
2013-12-12,2347.15,2349.29,2326.68,2336.47,000,2336.47
2013-12-11,2381.63,2381.63,2356.89,2359.66,000,2359.66
2013-12-10,2386.15,2388.43,2373.92,2379.04,000,2379.04
2013-12-09,2379.04,2388.78,2379.04,2381.53,000,2381.53
2013-12-06,2389.76,2390.85,2382.25,2386.85,000,2386.85
2013-12-05,2363.25,2379.19,2362.48,2379.11,000,2379.11
2013-12-04,2359.23,2378.88,2356.94,2374.02,000,2374.02
2013-12-03,2361.94,2366.34,2351.88,2362.97,000,2362.97
2013-12-02,2381.21,2381.21,2364.09,2364.39,000,2364.39
2013-11-29,2378.34,2394.07,2377.55,2387.15,000,2387.15
2013-11-27,2378.48,2381.50,2371.11,2371.46,000,2371.46
2013-11-26,2375.49,2379.73,2368.31,2371.80,000,2371.80
2013-11-25,2388.47,2388.47,2375.54,2378.72,000,2378.72
2013-11-22,2385.49,2391.03,2380.65,2389.70,000,2389.70
2013-11-21,2379.78,2387.74,2379.05,2387.46,000,2387.46
2013-11-20,2420.30,2424.50,2389.58,2398.45,000,2398.45
2013-11-19,2425.79,2428.11,2412.26,2417.15,000,2417.15
2013-11-18,2437.89,2438.10,2424.78,2427.88,000,2427.88
2013-11-15,2430.23,2435.37,2425.59,2435.37,000,2435.37
2013-11-14,2412.73,2428.00,2411.25,2426.52,000,2426.52
2013-11-13,2390.92,2416.82,2390.69,2416.31,000,2416.31
2013-11-12,2404.20,2410.79,2395.41,2400.73,000,2400.73
2013-11-11,2413.22,2423.60,2409.98,2421.59,000,2421.59
2013-11-08,2397.77,2423.19,2396.78,2422.98,000,2422.98
2013-11-07,2439.80,2441.08,2400.22,2403.25,000,2403.25
2013-11-06,2444.65,2450.15,2436.56,2443.38,000,2443.38
2013-11-05,2428.19,2437.14,2419.68,2435.02,000,2435.02
2013-11-04,2430.82,2432.43,2421.70,2429.51,000,2429.51
2013-11-01,2431.28,2433.36,2417.16,2428.83,000,2428.83
2013-10-31,2445.06,2455.28,2440.54,2444.23,000,2444.23
2013-10-30,2466.40,2467.14,2440.00,2445.00,000,2445.00
2013-10-29,2455.50,2464.88,2454.19,2464.71,000,2464.71
2013-10-28,2460.94,2471.19,2458.43,2466.51,000,2466.51
2013-10-25,2453.42,2458.33,2446.57,2456.62,000,2456.62
2013-10-24,2438.26,2447.62,2437.17,2444.20,000,2444.20
2013-10-23,2444.00,2444.00,2424.95,2436.49,000,2436.49
2013-10-22,2454.08,2464.05,2445.71,2453.39,000,2453.39
2013-10-21,2415.09,2427.09,2415.09,2423.22,000,2423.22
2013-10-18,2411.19,2417.22,2405.82,2413.55,000,2413.55
2013-10-17,2373.63,2410.04,2369.88,2410.04,000,2410.04
2013-10-16,2335.58,2355.30,2335.58,2352.19,000,2352.19
2013-10-15,2348.16,2348.16,2329.73,2335.59,000,2335.59
2013-10-14,2336.83,2350.11,2334.76,2348.23,000,2348.23
2013-10-11,2323.84,2340.67,2321.84,2340.31,000,2340.31
2013-10-10,2299.22,2337.59,2299.22,2336.40,000,2336.40
2013-10-09,2309.19,2310.49,2285.14,2295.61,000,2295.61
2013-10-08,2337.25,2337.37,2306.94,2309.85,000,2309.85
2013-10-07,2320.29,2337.12,2318.65,2329.68,000,2329.68
2013-10-04,2326.92,2333.26,2325.66,2329.48,000,2329.48
2013-10-03,2338.67,2341.35,2321.55,2328.44,000,2328.44
2013-10-02,2341.67,2341.67,2333.61,2339.76,000,2339.76
2013-10-01,2354.54,2356.52,2345.01,2348.76,000,2348.76
2013-09-30,2375.08,2377.08,2360.39,2363.29,000,2363.29
2013-09-27,2383.76,2386.40,2373.06,2382.16,000,2382.16
2013-09-26,2369.89,2389.03,2369.89,2385.75,000,2385.75
2013-09-25,2369.87,2382.34,2368.89,2369.47,000,2369.47
2013-09-24,2376.36,2376.44,2359.69,2368.35,000,2368.35
2013-09-23,2386.94,2387.76,2371.71,2378.21,000,2378.21
2013-09-20,2395.24,2395.24,2376.74,2377.33,000,2377.33
2013-09-19,2422.21,2422.21,2398.78,2404.75,000,2404.75
2013-09-18,2368.82,2406.77,2353.92,2405.82,000,2405.82
2013-09-17,2360.52,2370.30,2360.52,2370.24,000,2370.24
2013-09-16,2355.03,2376.19,2355.03,2359.65,000,2359.65
2013-09-13,2336.00,2349.58,2333.40,2347.74,000,2347.74
2013-09-12,2339.80,2347.56,2331.74,2332.54,000,2332.54
2013-09-11,2344.63,2349.45,2334.94,2348.91,000,2348.91
2013-09-10,2332.52,2340.73,2332.52,2338.51,000,2338.51
2013-09-09,2329.87,2334.84,2324.68,2333.06,000,2333.06
2013-09-06,2315.12,2315.62,2294.94,2309.56,000,2309.56
2013-09-05,2296.29,2301.82,2293.12,2296.04,000,2296.04
2013-09-04,2282.64,2298.89,2282.33,2298.55,000,2298.55
2013-09-03,2291.01,2297.81,2281.56,2290.56,000,2290.56
2013-08-30,2286.56,2288.10,2271.65,2275.10,000,2275.10
2013-08-29,2281.36,2292.73,2276.53,2288.15,000,2288.15
2013-08-28,2281.72,2293.40,2281.60,2283.35,000,2283.35
2013-08-27,2320.72,2321.00,2293.13,2295.52,000,2295.52
2013-08-26,2325.13,2329.01,2318.02,2321.80,000,2321.80
2013-08-23,2308.27,2329.41,2304.25,2329.23,000,2329.23
2013-08-22,2299.01,2311.59,2298.55,2309.93,000,2309.93
2013-08-21,2318.52,2320.38,2298.85,2299.38,000,2299.38
2013-08-20,2325.11,2345.95,2321.89,2342.58,000,2342.58
2013-08-19,2341.93,2343.81,2324.61,2325.07,000,2325.07
2013-08-16,2338.32,2345.42,2334.87,2341.58,000,2341.58
2013-08-15,2337.90,2342.73,2318.31,2341.20,000,2341.20
2013-08-14,2340.44,2353.25,2337.60,2341.90,000,2341.90
2013-08-13,2340.13,2340.13,2322.81,2338.65,000,2338.65
2013-08-12,2340.93,2340.93,2329.51,2338.41,000,2338.41
2013-08-09,2331.82,2344.16,2330.45,2336.67,000,2336.67
2013-08-08,2323.13,2344.16,2323.13,2343.96,000,2343.96
2013-08-07,2336.18,2336.49,2317.06,2319.01,000,2319.01
2013-08-06,2349.67,2350.13,2333.53,2341.84,000,2341.84
2013-08-05,2363.28,2363.30,2347.72,2351.32,000,2351.32
2013-08-02,2350.95,2367.13,2347.92,2363.33,000,2363.33
2013-08-01,2379.40,2382.65,2358.44,2366.41,000,2366.41
2013-07-31,2359.82,2374.36,2349.07,2356.39,000,2356.39
2013-07-30,2351.85,2353.84,2344.17,2348.55,000,2348.55
2013-07-29,2352.14,2354.95,2345.56,2350.72,000,2350.72
2013-07-26,2346.44,2353.49,2334.70,2353.49,000,2353.49
2013-07-25,2344.34,2353.83,2329.40,2353.73,000,2353.73
2013-07-24,2372.44,2372.44,2338.27,2345.16,000,2345.16
2013-07-23,2373.06,2373.08,2360.84,2369.22,000,2369.22
2013-07-22,2363.56,2374.43,2363.56,2369.60,000,2369.60
2013-07-19,2363.11,2363.11,2347.45,2353.87,000,2353.87
2013-07-18,2346.20,2366.66,2346.20,2363.97,000,2363.97
2013-07-17,2358.28,2360.35,2345.67,2349.08,000,2349.08
2013-07-16,2341.37,2344.40,2330.34,2343.30,000,2343.30
2013-07-15,2331.13,2340.95,2331.13,2340.95,000,2340.95
2013-07-12,2337.82,2337.82,2322.09,2330.07,000,2330.07
2013-07-11,2309.65,2341.53,2309.65,2339.70,000,2339.70
2013-07-10,2287.92,2297.65,2284.91,2297.07,000,2297.07
2013-07-09,2297.94,2308.97,2293.72,2307.52,000,2307.52
2013-07-08,2274.38,2304.50,2274.38,2297.94,000,2297.94
2013-07-05,2273.42,2275.48,2256.04,2274.41,000,2274.41
2013-07-03,2256.68,2267.71,2250.30,2267.12,000,2267.12
2013-07-02,2277.07,2284.57,2258.17,2271.58,000,2271.58
2013-07-01,2270.57,2287.34,2269.75,2281.64,000,2281.64
2013-06-28,2254.00,2254.32,2235.56,2245.73,000,2245.73
2013-06-27,2252.58,2264.64,2250.91,2255.60,000,2255.60
2013-06-26,2224.09,2245.26,2224.09,2242.78,000,2242.78
2013-06-25,2206.07,2224.72,2199.62,2224.11,000,2224.11
2013-06-24,2203.05,2219.88,2186.97,2202.41,000,2202.41
2013-06-21,2253.99,2254.23,2221.02,2238.95,000,2238.95
2013-06-20,2304.39,2304.39,2229.98,2236.18,000,2236.18
2013-06-19,2352.33,2355.32,2318.91,2320.00,000,2320.00
2013-06-18,2338.86,2349.27,2338.67,2349.18,000,2349.18
2013-06-17,2338.93,2361.13,2338.93,2349.46,000,2349.46
2013-06-14,2352.05,2352.07,2330.58,2337.22,000,2337.22
2013-06-13,2332.85,2353.06,2321.37,2351.24,000,2351.24
2013-06-12,2343.69,2358.21,2329.63,2332.28,000,2332.28
2013-06-11,2359.05,2359.05,2332.48,2341.94,000,2341.94
2013-06-10,2360.86,2365.36,2351.35,2363.26,000,2363.26
2013-06-07,2345.27,2364.91,2341.56,2362.62,000,2362.62
2013-06-06,2345.55,2359.23,2336.06,2359.15,000,2359.15
2013-06-05,2381.80,2382.33,2347.05,2347.24,000,2347.24
2013-06-04,2385.90,2385.90,2371.66,2380.19,000,2380.19
