Date,Open,High,Low,Close,Volume,Adj Close
2015-01-16,10508.62,10664.53,10503.35,10660.32,4056410000,10660.32
2015-01-15,10606.64,10636.68,10511.05,10514.60,4276720000,10514.60
2015-01-14,10622.57,10622.57,10442.80,10565.42,4378680000,10565.42
2015-01-13,10640.74,10773.28,10543.49,10622.96,4107300000,10622.96
2015-01-12,10712.65,10717.02,10597.40,10640.74,3456460000,10640.74
2015-01-09,10811.82,10811.82,10680.53,10711.41,3364140000,10711.41
2015-01-08,10686.00,10809.46,10686.00,10800.54,3934010000,10800.54
2015-01-07,10514.48,10638.74,10514.48,10627.13,3805480000,10627.13
2015-01-06,10610.78,10647.21,10457.89,10514.87,4460110000,10514.87
2015-01-05,10764.37,10764.37,10588.05,10607.69,3799120000,10607.69
2015-01-02,10859.80,10889.25,10770.51,10830.93,2708700000,10830.93
2014-12-31,10941.68,10948.60,10834.26,10839.24,2606070000,10839.24
2014-12-30,10963.54,10963.54,10931.55,10932.99,2440280000,10932.99
2014-12-29,10974.88,11007.82,10962.61,10988.01,2452360000,10988.01
2014-12-26,10975.29,11008.54,10975.29,10985.40,1735230000,10985.40
2014-12-24,10962.23,10979.75,10949.48,10955.11,1416980000,10955.11
2014-12-23,10935.73,10971.98,10934.90,10951.76,3043950000,10951.76
2014-12-22,10890.25,10921.31,10879.23,10919.99,3369520000,10919.99
2014-12-19,10835.33,10919.51,10825.67,10890.24,6465530000,10890.24
2014-12-18,10709.54,10831.64,10692.38,10831.62,4703380000,10831.62
2014-12-17,10411.54,10614.57,10411.53,10603.51,4912370000,10603.51
2014-12-16,10386.11,10583.69,10360.03,10390.02,4958680000,10390.02
2014-12-15,10535.52,10571.47,10373.80,10411.18,4361990000,10411.18
2014-12-12,10690.14,10690.14,10500.50,10500.51,4157650000,10500.51
2014-12-11,10671.07,10786.42,10671.07,10690.15,3917950000,10690.15
2014-12-10,10816.77,10816.77,10649.12,10662.24,4114440000,10662.24
2014-12-09,10863.56,10863.56,10742.73,10821.20,3970150000,10821.20
2014-12-08,10941.62,10946.40,10835.12,10863.54,3800990000,10863.54
2014-12-05,10957.40,10992.64,10949.17,10970.26,3419620000,10970.26
2014-12-04,10966.93,10980.13,10908.58,10952.30,3408340000,10952.30
2014-12-03,10942.70,10996.67,10933.01,10987.30,3612680000,10987.30
2014-12-02,10888.44,10950.46,10888.04,10940.12,3686650000,10940.12
2014-12-01,10933.11,10933.11,10864.08,10888.56,4159010000,10888.56
2014-11-28,10993.08,11000.50,10945.73,10955.41,2504640000,10955.41
2014-11-26,11036.81,11049.31,11022.88,11047.91,2745260000,11047.91
2014-11-25,11053.26,11068.27,11013.01,11029.37,3392940000,11029.37
2014-11-24,11038.85,11061.44,11023.55,11041.42,3128060000,11041.42
2014-11-21,10937.97,11063.79,10937.97,11025.74,3916420000,11025.74
2014-11-20,10888.09,10941.77,10879.30,10937.97,3128290000,10937.97
2014-11-19,10938.56,10948.00,10885.47,10927.48,3390850000,10927.48
2014-11-18,10896.63,10963.79,10896.63,10941.70,3416190000,10941.70
2014-11-17,10859.81,10895.36,10847.01,10883.25,3152890000,10883.25
2014-11-14,10861.47,10883.56,10850.76,10880.63,3227130000,10880.63
2014-11-13,10884.10,10911.89,10827.87,10868.92,3455270000,10868.92
2014-11-12,10907.53,10907.53,10851.55,10884.03,3246650000,10884.03
2014-11-11,10892.54,10911.88,10876.66,10907.53,2958320000,10907.53
2014-11-10,10876.91,10898.16,10862.02,10892.56,3284940000,10892.56
2014-11-07,10837.84,10870.90,10819.04,10864.58,3704280000,10864.58
2014-11-06,10824.07,10844.57,10773.81,10843.54,3669770000,10843.54
2014-11-05,10804.04,10824.89,10777.52,10824.07,3766590000,10824.07
2014-11-04,10781.06,10781.62,10704.56,10758.07,3956260000,10758.07
2014-11-03,10834.40,10851.58,10790.21,10808.67,3555440000,10808.67
2014-10-31,10772.93,10846.09,10772.93,10845.00,4292290000,10845.00
2014-10-30,10626.14,10739.49,10605.90,10712.19,3586150000,10712.19
2014-10-29,10690.31,10716.57,10583.48,10646.66,3740350000,10646.66
2014-10-28,10576.91,10677.89,10576.91,10677.88,3653260000,10677.88
2014-10-27,10547.66,10559.76,10483.76,10544.42,3538860000,10544.42
2014-10-24,10529.28,10586.61,10496.81,10582.62,3078380000,10582.62
2014-10-23,10476.33,10576.62,10476.33,10519.28,3789250000,10519.28
2014-10-22,10502.11,10532.73,10405.15,10405.81,3761930000,10405.81
2014-10-21,10370.70,10509.99,10370.70,10500.78,3987090000,10500.78
2014-10-20,10227.22,10330.08,10227.22,10327.34,3331210000,10327.34
2014-10-17,10212.90,10305.03,10201.75,10250.54,4482120000,10250.54
2014-10-16,10004.83,10194.71,9939.40,10123.73,5073150000,10123.73
2014-10-15,10083.91,10139.21,9886.08,10109.69,6090800000,10109.69
2014-10-14,10193.98,10295.61,10153.21,10185.91,4812010000,10185.91
2014-10-13,10317.54,10362.07,10163.82,10166.74,4352580000,10166.74
2014-10-10,10397.37,10442.20,10292.60,10293.14,4550540000,10293.14
2014-10-09,10614.97,10617.66,10405.28,10409.38,4324020000,10409.38
2014-10-08,10485.79,10648.98,10421.63,10645.67,4441890000,10645.67
2014-10-07,10605.33,10608.94,10483.43,10484.55,3687870000,10484.55
2014-10-06,10671.69,10704.90,10611.23,10647.51,3358690000,10647.51
2014-10-03,10579.49,10649.11,10575.41,10635.49,3561320000,10635.49
2014-10-02,10557.33,10585.52,10441.15,10555.71,4012510000,10555.71
2014-10-01,10688.65,10688.65,10546.92,10571.55,4188590000,10571.55
2014-09-30,10745.02,10775.30,10685.00,10702.93,3951100000,10702.93
2014-09-29,10727.76,10766.13,10687.93,10749.05,3094440000,10749.05
2014-09-26,10732.30,10819.76,10720.39,10798.88,2929440000,10798.88
2014-09-25,10863.60,10863.60,10719.58,10722.21,3273050000,10722.21
2014-09-24,10818.76,10897.57,10792.49,10885.60,3313850000,10885.60
2014-09-23,10861.22,10889.53,10815.42,10815.42,3279350000,10815.42
2014-09-22,10978.60,10978.60,10880.41,10892.64,3349670000,10892.64
2014-09-19,11046.39,11060.60,10975.35,10989.57,4880220000,10989.57
2014-09-18,10998.36,11031.13,10998.36,11024.06,3235340000,11024.06
2014-09-17,10993.24,11027.67,10942.90,10973.74,3209430000,10973.74
2014-09-16,10890.46,11001.21,10883.69,10980.14,3160310000,10980.14
2014-09-15,10909.85,10925.93,10881.05,10909.31,2776530000,10909.31
2014-09-12,10965.32,10965.32,10883.66,10911.39,3206570000,10911.39
2014-09-11,10933.37,10977.80,10917.78,10975.99,2941690000,10975.99
2014-09-10,10946.70,10974.98,10909.65,10972.21,2912440000,10972.21
2014-09-09,10994.15,10994.15,10923.00,10945.61,2882830000,10945.61
2014-09-08,11059.25,11059.25,10981.49,11007.39,2789090000,11007.39
2014-09-05,11019.86,11073.42,10987.38,11073.41,2818300000,11073.41
2014-09-04,11070.20,11108.39,11003.81,11030.40,3072410000,11030.40
2014-09-03,11081.76,11095.72,11050.79,11063.55,2809980000,11063.55
2014-09-02,11050.57,11055.02,11000.51,11038.12,2819980000,11038.12
2014-08-29,11023.80,11046.79,10997.41,11046.29,2259130000,11046.29
2014-08-28,10999.74,11017.66,10977.06,11009.70,2282400000,11009.70
2014-08-27,11042.12,11045.64,11018.37,11037.89,2344350000,11037.89
